TEST_GROUP,TEST_ITEM,CONDITIONAL_ITEM,DESCRIPTION,FUNCTION,PARAMETER,PDCA_NAME,,GLOBAL_VARIABLE,EXPECTED_VALUE,UNIT,PDCA_TYPE,TIMEOUT,ERROR_MSG,SA_FCM,NOTES,,
POWER,INIT_PMU_READ,,Parse mean value of ildo11,PARSE,PMUADC_STAT_ILDO11,INIT_PMUADC_ILDO11,,,[0:5],mA,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of ildo12,PARSE,PMUADC_STAT_ILDO12,INIT_PMUADC_ILDO12,,,[0:5],mA,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of ildo13,PARSE,PMUADC_STAT_ILDO13,INIT_PMUADC_ILDO13,,,[0:1],mA,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of ildo14,PARSE,PMUADC_STAT_ILDO14,INIT_PMUADC_ILDO14,,,[0:5],mA,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of irtc,PARSE,PMUADC_STAT_IRTC,INIT_PMUADC_IRTC,,,[0:0.8],mA,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux,PARSE,PMUADC_STAT_APPMUX,INIT_PMUADC_STAT_APPMUX,,,,mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_in1,PARSE,PMUADC_STAT_APPMUX_IN1,INIT_PMUADC_APPMUX_IN1,,,[0:50],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,MLB_CFG!=K2P2 && MLB_CFG!=M2P3 && MLB_CFG!=M4P5 && MLB_CFG!=M2E2 && MLB_CFG!=M2E3 && MLB_CFG!=M4E2,Parse appmux_in2 ((ARDMORE BOOST2/PT BOOST DIV)),PARSE,PMUADC_STAT_APPMUX_IN2,INIT_PMUADC_APPMUX_IN2,,,[-50:60],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,MLB_CFG==K2P2 | MLB_CFG==M2P3 | MLB_CFG==M4P5 | MLB_CFG==M2E2 | MLB_CFG==M2E3 | MLB_CFG==M4E2,Parse appmux_in2 ((ARDMORE BOOST2/PT BOOST DIV)),PARSE,PMUADC_STAT_APPMUX_IN2,INIT_PMUADC_APPMUX_IN2,,,[-50:170],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse appmux_in3 (PP_VDD_MAIN_DISP_BOOST_SW)),PARSE,PMUADC_STAT_APPMUX_IN3,INIT_PMUADC_APPMUX_IN3,,,[3500:4750],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_in4,PARSE,PMUADC_STAT_APPMUX_IN4,INIT_PMUADC_APPMUX_IN4,,,,mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_in5,PARSE,PMUADC_STAT_APPMUX_IN5,INIT_PMUADC_APPMUX_IN5,,,[1300:1400],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_in6,PARSE,PMUADC_STAT_APPMUX_IN6,INIT_PMUADC_APPMUX_IN6,,,[0:50],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_in7,PARSE,PMUADC_STAT_APPMUX_IN7,INIT_PMUADC_APPMUX_IN7,,,[0:50],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw2,PARSE,PMUADC_STAT_APPMUX_SW2,INIT_PMUADC_APPMUX_SW2,,,[1050:1179.5],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw3,PARSE,PMUADC_STAT_APPMUX_SW3,INIT_PMUADC_APPMUX_SW3,,,[1700:1837.5],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw4,PARSE,PMUADC_STAT_APPMUX_SW4,INIT_PMUADC_APPMUX_SW4,,,[2900:4750],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw6,PARSE,PMUADC_STAT_APPMUX_SW6,INIT_PMUADC_APPMUX_SW6,,,[3224:3476],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw8,PARSE,PMUADC_STAT_APPMUX_SW8,INIT_PMUADC_APPMUX_SW8,,,[819:881],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vbuck0,PARSE,PMUADC_STAT_APPMUX_VBUCK0,INIT_PMUADC_APPMUX_VBUCK0,,,[600:733],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vbuck1,PARSE,PMUADC_STAT_APPMUX_VBUCK1,INIT_PMUADC_STAT_APPMUX_VBUCK1,,,[721.75:825.75],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vbuck4,PARSE,PMUADC_STAT_APPMUX_VBUCK4,INIT_PMUADC_STAT_APPMUX_VBUCK4,,PMU_APPMUX_VBUCK4,,mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Calculate delta between appmux_vbuck4 and target voltage,CALCULATE,PMU_APPMUX_VBUCK4-DCS_VOLTAGE,INIT_CALC_VBUCK4_DELTA,,,[-100:50],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vbuck5,PARSE,PMUADC_STAT_APPMUX_VBUCK5,INIT_PMUADC_STAT_APPMUX_VBUCK5,,PMU_APPMUX_VBUCK5,,mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,CALC active_adc_appmux_vbuck5_delta,CALCULATE,PMU_APPMUX_VBUCK5-SOC_CPU_VOLTAGE,INIT_CALC_VBUCK5_DELTA,,,[-100:50],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vbuck6,PARSE,PMUADC_STAT_APPMUX_VBUCK6,INIT_PMUADC_STAT_APPMUX_VBUCK6,,PMU_APPMUX_VBUCK6,,mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,CALC active_adc_appmux_vbuck6_delta,CALCULATE,PMU_APPMUX_VBUCK6-SRAM_VOLTAGE,INIT_CALC_VBUCK6_DELTA,,,[-100:50],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vbuck7,PARSE,PMUADC_STAT_APPMUX_VBUCK7,INIT_PMUADC_STAT_APPMUX_VBUCK7,,PMU_APPMUX_VBUCK7,,mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Calculate delta between appmux_vbuck7 and target voltage,CALCULATE,PMU_APPMUX_VBUCK7-SOC_VOLTAGE,INIT_CALC_VBUCK7_DELTA,,,[-100:50],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vbuck9,PARSE,PMUADC_STAT_APPMUX_VBUCK9,INIT_PMUADC_STAT_APPMUX_VBUCK9,,,[930:1024.5],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vbuck10,PARSE,PMUADC_STAT_APPMUX_VBUCK10,INIT_PMUADC_STAT_APPMUX_VBUCK10,,,[2140.5:2259.5],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo0,PARSE,PMUADC_STAT_APPMUX_VLDO0,INIT_PMUADC_APPMUX_VLDO0,,PMU_APPMUX_VLDO0,,mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Calculate delta between appmux_vldo0 and target voltage,CALCULATE,PMU_APPMUX_VLDO0-PMU_LDO0_VSEL,INIT_CALC_VLDO0_DELTA,,,[-50:30],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo1,PARSE,PMUADC_STAT_APPMUX_VLDO1,INIT_PMUADC_APPMUX_VLDO1,,,[1748:1852],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo2,PARSE,PMUADC_STAT_APPMUX_VLDO2,INIT_PMUADC_APPMUX_VLDO2,,,[2924:3076],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo3,PARSE,PMUADC_STAT_APPMUX_VLDO3,INIT_PMUADC_APPMUX_VLDO3,,,[2924:3076],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo4,PARSE,PMUADC_STAT_APPMUX_VLDO4,INIT_PMUADC_APPMUX_VLDO4,,,[2924:3076],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo5,PARSE,PMUADC_STAT_APPMUX_VLDO5,INIT_PMUADC_APPMUX_VLDO5,,,[-50:60],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo6,PARSE,PMUADC_STAT_APPMUX_VLDO6,INIT_PMUADC_APPMUX_VLDO6,,,[1748:1852],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo7,PARSE,PMUADC_STAT_APPMUX_VLDO7,INIT_PMUADC_APPMUX_VLDO7,,,[2924:3076],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo8,PARSE,PMUADC_STAT_APPMUX_VLDO8,INIT_PMUADC_APPMUX_VLDO8,,,[1846:1954],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo9,PARSE,PMUADC_STAT_APPMUX_VLDO9,INIT_PMUADC_APPMUX_VLDO9,,,[1744:1856],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo10,PARSE,PMUADC_STAT_APPMUX_VLDO10,INIT_PMUADC_APPMUX_VLDO10,,,[3500:4750],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo11,PARSE,PMUADC_STAT_APPMUX_VLDO11,INIT_PMUADC_APPMUX_VLDO11,,,[600:687.62],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_vldo12,PARSE,PMUADC_STAT_APPMUX_VLDO12,INIT_PMUADC_APPMUX_VLDO12,,,[578:622],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse appmux_vldo13 (PP3V0_WLTX_TESLA_VDDPA),PARSE,PMUADC_STAT_APPMUX_VLDO13,INIT_PMUADC_APPMUX_VLDO13,,,[2924:3076],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse appmux_vldo14 (PP0V6_SLEEP2_TESLA_VDD_SOC ),PARSE,PMUADC_STAT_APPMUX_VLDO14,INIT_PMUADC_APPMUX_VLDO14,,,[578:622],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw2a_out,PARSE,PMUADC_STAT_APPMUX_SW2A_OUT,INIT_PMUADC_APPMUX_SW2A_OUT,,,[-50:60],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw2b_out,PARSE,PMUADC_STAT_APPMUX_SW2B_OUT,INIT_PMUADC_APPMUX_SW2B_OUT,,,[1080:1179.5],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw3a_out,PARSE,PMUADC_STAT_APPMUX_SW3A_OUT,INIT_PMUADC_APPMUX_SW3A_OUT,,,[0:300],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw3b_out,PARSE,PMUADC_STAT_APPMUX_SW3B_OUT,INIT_PMUADC_APPMUX_SW3B_OUT,,,[-50:60],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw3c_out,PARSE,PMUADC_STAT_APPMUX_SW3C_OUT,INIT_PMUADC_APPMUX_SW3C_OUT,,,[1768:1837.5],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw3d_out,PARSE,PMUADC_STAT_APPMUX_SW3D_OUT,INIT_PMUADC_APPMUX_SW3D_OUT,,,,mV,,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw4_out,PARSE,PMUADC_STAT_APPMUX_SW4_OUT,INIT_PMUADC_APPMUX_SW4_OUT,,,[-50:60],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw6_out,PARSE,PMUADC_STAT_APPMUX_SW6_OUT,INIT_PMUADC_APPMUX_SW6_OUT,,,[3224:3476],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_sw8_out,PARSE,PMUADC_STAT_APPMUX_SW8_OUT,INIT_PMUADC_APPMUX_SW8_OUT,,,[819:881],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio1 (PMU_TO_AOP_PDM_DATA),PARSE,PMUADC_STAT_APPMUX_GPIO1,INIT_PMUADC_APPMUX_GPIO1,,,,mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio2 (PMU_TO_AP_AOP_LISA_BTN_BUFF_L),PARSE,PMUADC_STAT_APPMUX_GPIO2,INIT_PMUADC_APPMUX_GPIO2,,,[1690.78:1868.75],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio3 (DEBUG_TO_AOP_PMU_INT),PARSE,PMUADC_STAT_APPMUX_GPIO3,INIT_PMUADC_APPMUX_GPIO3,,,[-50:60],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio4 (PMU_TO_CARNELIAN_SYS_ALIVE),PARSE,PMUADC_STAT_APPMUX_GPIO4,INIT_PMUADC_APPMUX_GPIO4,,,[1690.78:1868.75],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio5 (PMU_TO_STOCKHOLM_EN),PARSE,PMUADC_STAT_APPMUX_GPIO5,INIT_PMUADC_APPMUX_GPIO5,,,[-50:60],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio6 (PMU_TO_CARNELIAN_CLK32K),PARSE,PMUADC_STAT_APPMUX_GPIO6,INIT_PMUADC_APPMUX_GPIO6,,,[-50:1900],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio7 (PMU_TO_BONN_CLK32K),PARSE,PMUADC_STAT_APPMUX_GPIO7,INIT_PMUADC_APPMUX_GPIO7,,,[-50:1900],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio8 (PMU_TO_DISP_REF_32K),PARSE,PMUADC_STAT_APPMUX_GPIO8,INIT_PMUADC_APPMUX_GPIO8,,,[-50:1900],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ-N140,DUT_TYPE==N140,Parse ppmux_gpio9 (NC),PARSE,PMUADC_STAT_APPMUX_GPIO9,INIT_PMUADC_APPMUX_GPIO9,,,,mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ-N142,DUT_TYPE==N142,Parse ppmux_gpio9 (PMU_TO_BB_PMIC_RESET_L),PARSE,PMUADC_STAT_APPMUX_GPIO9,INIT_PMUADC_APPMUX_GPIO9,,,[-50:60],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse mean value of appmux_gpio10(PMU_TO_GERMANIUM_CLK32K),PARSE,PMUADC_STAT_APPMUX_GPIO10,INIT_PMUADC_APPMUX_GPIO10,,,[-50:1900],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio11 (PMU_TO_DISP_DEBUG_AWAKE_INDICATOR),PARSE,PMUADC_STAT_APPMUX_GPIO11,INIT_PMUADC_APPMUX_GPIO11,,,[1690.78:1868.75],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio12 (PMU_TO_DISP_RESET_L),PARSE,PMUADC_STAT_APPMUX_GPIO12,INIT_PMUADC_APPMUX_GPIO12,,,[-50:60],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio13 (PMU_TO_GRAPE_RESET_L),PARSE,PMUADC_STAT_APPMUX_GPIO13,INIT_PMUADC_APPMUX_GPIO13,,,[-50:60],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio14 (PMU_TO_AP_AOP_BUTTON1_BUFF_L),PARSE,PMUADC_STAT_APPMUX_GPIO14,INIT_PMUADC_APPMUX_GPIO14,,,[1690.78:1868.75],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio15 (PMU_TO_CARNELIAN_VDD_OK),PARSE,PMUADC_STAT_APPMUX_GPIO15,INIT_PMUADC_APPMUX_GPIO15,,,[1690.78:1868.75],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio16 (PMU_TO_MAR_TX_INHIBIT_L),PARSE,PMUADC_STAT_APPMUX_GPIO16,INIT_PMUADC_APPMUX_GPIO16,,,[1690.78:1868.75],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio17 (PMU_TO_BB_TX_INHIBIT_L),PARSE,PMUADC_STAT_APPMUX_GPIO17,INIT_PMUADC_APPMUX_GPIO17,,,[-50:60],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,"Parse ppmux_gpio18 (PMU_TO_DISP_SYS_ALIVE, float)",PARSE,PMUADC_STAT_APPMUX_GPIO18,INIT_PMUADC_APPMUX_GPIO18,,,,mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio19 (PMU_TO_AP_DROOP_L),PARSE,PMUADC_STAT_APPMUX_GPIO19,INIT_PMUADC_APPMUX_GPIO19,,,[1690.78:1868.75],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse ppmux_gpio20 (PMU_TO_CODEC_PANIC),PARSE,PMUADC_STAT_APPMUX_GPIO20,INIT_PMUADC_APPMUX_GPIO20,,,[1690.78:1868.75],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio21 (PMU_TO_DEBUG_INH),PARSE,PMUADC_STAT_APPMUX_GPIO21,INIT_PMUADC_APPMUX_GPIO21,,,[2900:4750],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio22 (PMU_TO_GERMANIUM_ENABLE),PARSE,PMUADC_STAT_APPMUX_GPIO22,INIT_PMUADC_APPMUX_GPIO22,,,[-50:60],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio23 (PMU_TO_BB_CLK32K),PARSE,PMUADC_STAT_APPMUX_GPIO23,INIT_PMUADC_APPMUX_GPIO23,,,[-50:1900],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio25 (PMU_TO_MAGNETITE_1V8_EN),PARSE,PMUADC_STAT_APPMUX_GPIO25,INIT_PMUADC_APPMUX_GPIO25,,,[-50:1900],mV,KEY,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio26 (PMU_TO_TESLA_CLK32K),PARSE,PMUADC_STAT_APPMUX_GPIO26,INIT_PMUADC_APPMUX_GPIO26,,,,mV,,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio27 (STOCKHOLM_TO_PMU_WAKE_SYSTEM),PARSE,PMUADC_STAT_APPMUX_GPIO27,INIT_PMUADC_APPMUX_GPIO27,,,,mV,,,,FALSE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio28 (NC),PARSE,PMUADC_STAT_APPMUX_GPIO28,INIT_PMUADC_APPMUX_GPIO28,,,,mV,,,,FALSE,,,
POWER,QUIESCE_SYSTEM,,"Turn OFF Sensors (accel,gyro)",DIAGS,"sensor --sel accel,gyro --turnoff;",,,,,,,,,TRUE,,,
POWER,QUIESCE_SYSTEM,,Turn OFF Sensors (lisa),DIAGS,sensor --sel lisa --turnoff;,,,,,,,,,TRUE,,,
POWER,QUIESCE_SYSTEM,,Turn OFF Sensors (platinum),DIAGS,sensor --sel platinum --turnoff;,,,,,,,,,TRUE,,,
RADIO,STOCKHOLM,,Initialize Stockholm,DIAGS,stockholm --off;stockholm --on;stockholm --init,,,,,,,100,,TRUE,,,
RADIO,STOCKHOLM,,Stockholm Cal Status,DIAGS,"stockholm --send_cmd ""20 03 03 01 A0 35""",,,,,,,10,,TRUE,,,
RADIO,STOCKHOLM,,Stockholm Cal Status,PARSE,Stockholm_Cal_Status,Stockholm_Cal_Status,,,<F5|F0>,,ATTRIBUTE,10,,TRUE,rdar://problem/46162871,,
RADIO,STOCKHOLM,,Stockholm currently loaded fw type,DIAGS,stockholm -p firmware-type,,,,,,,,,TRUE,,,
RADIO,STOCKHOLM,,Stockholm currently loaded fw type,PARSE,STOCKHOLM_FW_TYPE,STOCKHOLM_FW_TYPE,,,,,KEY,,,TRUE,Show stockholm FW type,,
RADIO,STOCKHOLM,STOCKHOLM_FW_TYPE!=Manufacturing,Load Stockholm firmware,DIAGS,stockholm --download_fw mfg,,,,,,,,,TRUE,,,
RADIO,STOCKHOLM,STOCKHOLM_FW_TYPE!=Manufacturing,Load Stockholm firmware,PARSE,STOCKHOLM_FW_LOAD,STOCKHOLM_FW_LOAD,,,OK,,KEY,,,TRUE,,,
RADIO,STOCKHOLM,,Set STOCKHOLM_TO_PMU_WAKE_SYSTEM high,DIAGS,egpio --pick stockholm --pin 3 --write 1,,,,,,,,,TRUE,,,
RADIO,STOCKHOLM,,Read PMU GPIO27,DIAGS,pmuadc --read appmux_gpio27,,,,,,,,,TRUE,,,
RADIO,STOCKHOLM,,Parse appmux_gpio27 (STOCKHOLM_TO_PMU_WAKE_SYSTEM),PARSE,PMUADC_STAT_APPMUX_GPIO27,CONNTEST_STOCKHOLM_TO_PMU_WAKE_DRIVE_HIGH,,,[1650:1900],mV,KEY,,,TRUE,,,
RADIO,STOCKHOLM,,Set STOCKHOLM_TO_PMU_WAKE_SYSTEM low,DIAGS,egpio --pick stockholm --pin 3 --write 0,,,,,,,,,TRUE,,,
RADIO,STOCKHOLM,,Read PMU GPIO27,DIAGS,pmuadc --read appmux_gpio27,,,,,,,,,TRUE,,,
RADIO,STOCKHOLM,,Parse appmux_gpio27 (STOCKHOLM_TO_PMU_WAKE_SYSTEM),PARSE,PMUADC_STAT_APPMUX_GPIO27,CONNTEST_STOCKHOLM_TO_PMU_WAKE_DRIVE_LOW,,,[-50:100],mV,KEY,,,TRUE,,,
RADIO,STOCKHOLM,,Turn stockholm off,DIAGS,stockholm --off,,,,,,,10,,TRUE,,,
FCM,GRAPE,,Init Touch,DIAGS,sensor --sel touch --init;hid --select multi-touch,,,,,,,,,TRUE,,,
FCM,GRAPE,,Touch Self Test,DIAGS,sensor -s touch --exectest selftest,TOUCH_SELFTEST,,,"""PASS""",,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Self Test,PARSE,SENSOR_TOUCH_SELFTEST_STATUS,SENSOR_TOUCH_SELFTEST_STATUS,,,,,,,,TRUE,,,
FCM,GRAPE,,Read Touch Properties,DIAGS,sensor --sel touch -g,,,,,,,,,TRUE,,,
FCM,GRAPE,,Parse Touch Properties,PARSE,TOUCH_PROPERTIES_STATUS,,,,,,,,,TRUE,,,
FCM,GRAPE,,Parse Touch Properties MTFW,PARSE,TOUCH_FW_VER,TOUCH_FW_VER,,TOUCH_FW_VER,<503|504|505|506|507|508|550|612|616>,,KEY,,,TRUE,Confirm MTFW,,
FCM,GRAPE,,Get scan order,DIAGS,"hid --get_report ""0x49""",,,,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,SCAN_ORDER_0,PARSE,SCAN_ORDER_0,,,SCAN_ORDER_0,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_1,PARSE,SCAN_ORDER_1,,,SCAN_ORDER_1,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_2,PARSE,SCAN_ORDER_2,,,SCAN_ORDER_2,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_3,PARSE,SCAN_ORDER_3,,,SCAN_ORDER_3,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_4,PARSE,SCAN_ORDER_4,,,SCAN_ORDER_4,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_5,PARSE,SCAN_ORDER_5,,,SCAN_ORDER_5,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_6,PARSE,SCAN_ORDER_6,,,SCAN_ORDER_6,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_7,PARSE,SCAN_ORDER_7,,,SCAN_ORDER_7,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_8,PARSE,SCAN_ORDER_8,,,SCAN_ORDER_8,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_9,PARSE,SCAN_ORDER_9,,,SCAN_ORDER_9,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_10,PARSE,SCAN_ORDER_10,,,SCAN_ORDER_10,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_11,PARSE,SCAN_ORDER_11,,,SCAN_ORDER_11,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_12,PARSE,SCAN_ORDER_12,,,SCAN_ORDER_12,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_13,PARSE,SCAN_ORDER_13,,,SCAN_ORDER_13,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_14,PARSE,SCAN_ORDER_14,,,SCAN_ORDER_14,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_15,PARSE,SCAN_ORDER_15,,,SCAN_ORDER_15,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_16,PARSE,SCAN_ORDER_16,,,SCAN_ORDER_16,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_17,PARSE,SCAN_ORDER_17,,,SCAN_ORDER_17,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_18,PARSE,SCAN_ORDER_18,,,SCAN_ORDER_18,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_19,PARSE,SCAN_ORDER_19,,,SCAN_ORDER_19,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_20,PARSE,SCAN_ORDER_20,,,SCAN_ORDER_20,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_21,PARSE,SCAN_ORDER_21,,,SCAN_ORDER_21,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_22,PARSE,SCAN_ORDER_22,,,SCAN_ORDER_22,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_23,PARSE,SCAN_ORDER_23,,,SCAN_ORDER_23,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_24,PARSE,SCAN_ORDER_24,,,SCAN_ORDER_24,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_25,PARSE,SCAN_ORDER_25,,,SCAN_ORDER_25,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_26,PARSE,SCAN_ORDER_26,,,SCAN_ORDER_26,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_27,PARSE,SCAN_ORDER_27,,,SCAN_ORDER_27,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_28,PARSE,SCAN_ORDER_28,,,SCAN_ORDER_28,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_29,PARSE,SCAN_ORDER_29,,,SCAN_ORDER_29,,,,,,TRUE,,,
FCM,GRAPE,,SCAN_ORDER_30,PARSE,SCAN_ORDER_30,,,SCAN_ORDER_30,,,,,,TRUE,,,
